Customer Name,Buyer Segmentation,Year,Month,XWR,Total Qty
DIAMOND PLASTIC PRODUTS,Customers Needing Attention,2017,April,69500.00,2
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,April,69780.00,9.72
KEI INDUSTRIES LIMITED,Loyal Customers,2017,April,73050.00,13
MARVEL VINYLS LIMITED,Loyal Customers,2017,April,70050.00,20
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,April,70600.00,16
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,April,70600.00,20
PREMIER POLYFILM LTD (UNIT 2),About To Sleep,2017,April,70200.00,9.85
PREMIER POLYFILM LTD (UNIT 2),About To Sleep,2017,April,70200.00,0.15
PREMIER POLYFILM LTD (UNIT 2),About To Sleep,2017,April,70200.00,1.5
PREMIER POLYFILM LTD (UNIT 2),About To Sleep,2017,April,70200.00,9
PREMIER POLYFILM LTD (UNIT 2),About To Sleep,2017,April,70200.00,4.5
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,April,70950.00,5
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,April,70950.00,0.15
SUNRISE ENTERPRISES,Loyal Customers,2017,April,69800.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,April,69800.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,April,69800.00,12
AMBICA POLYTUBES,Loyal Customers,2017,April,69500.00,9
AMBICA POLYTUBES,Loyal Customers,2017,April,69500.00,3.5
AMBICA POLYTUBES,Loyal Customers,2017,April,69500.00,12.5
AMBICA POLYTUBES,Loyal Customers,2017,April,69500.00,12.5
BALAJI IRRIGATION PVT LTD,Loyal Customers,2017,April,71500.00,20
CHEMVIN INDUSTRIES,At Risk Customer,2017,April,69500.00,5
DELVIN PLASTICS PVT LTD,Loyal Customers,2017,April,70849.00,12
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,April,70849.00,2
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,April,70849.00,5
DIAMOND PLASTIC PRODUTS,Customers Needing Attention,2017,April,69500.00,15
DIPLAST PLASTICS LIMITED,Loyal Customers,2017,April,69500.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,April,70000.00,20
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,April,69780.00,10.12
GATES INDIA PRIVATE LIMITED,Loyal Customers,2017,April,71000.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,April,72250.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,April,74250.00,1
SUNRISE ENTERPRISES,Loyal Customers,2017,April,69800.00,8
ALP OVERSEAS (P) LTD.,Loyal Customers,2017,May,71484.00,8
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,8.66
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,14
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,14
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,21
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,15
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,15
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,21
MOHIT INDIA,Lost Customers,2017,May,70300.00,16
ROOP RUBBER MILLS LIMITED,Loyal Customers,2017,May,71330.00,4.5
Arihant Evergreen Agro Plast,About To Sleep,2017,May,70200.00,10
ARKAY POLYMERS,Customers Needing Attention,2017,May,71000.00,1.5
ARKAY POLYMERS,Customers Needing Attention,2017,May,62250.00,1
EL-CHEM POLYMERS,Customers Needing Attention,2017,May,72000.00,1
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,14.74
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MITRA INDUSTRIES LTD.,Loyal Customers,2017,May,73330.00,12.5
MITRA INDUSTRIES LTD.,Loyal Customers,2017,May,73330.00,13.5
ROOP RUBBER MILLS LIMITED,Loyal Customers,2017,May,71330.00,4.225
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70950.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70750.00,2.45
SRIRAM CABLES (P) LTD.,Loyal Customers,2017,May,70800.00,20
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,11
SURESH PIPES PVT. LTD.,About To Sleep,2017,May,71150.00,5
TECHNO AUTO COMPONENTS (I) PVT,Customers Needing Attention,2017,May,71430.00,0.5
ACME PLASTICS,Loyal Customers,2017,May,70730.00,4
BANSAL AGENCIES,Customers Needing Attention,2017,May,69980.00,21
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,14.42
KEI INDUSTRIES LIMITED,Loyal Customers,2017,May,70650.00,16
KEI INDUSTRIES LIMITED,Loyal Customers,2017,May,70650.00,16
KEI INDUSTRIES LIMITED,Loyal Customers,2017,May,70650.00,15
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,May,70400.00,19
RAJKAMAL INDUSTRIES,Loyal Customers,2017,May,70900.00,1
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,69700.00,1
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,69700.00,2
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,69700.00,11
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,69700.00,5
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,69700.00,20
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,69700.00,18
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,69700.00,21
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,69700.00,22
SARUNDA PLASTICS,Customers Needing Attention,2017,May,70900.00,10
SHIVAM POLYMERS,At Risk Customer,2017,May,71330.00,2
SHIVAM POLYMERS,At Risk Customer,2017,May,71330.00,1
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70950.00,12
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70750.00,2.805
SRIRAM CABLES (P) LTD.,Loyal Customers,2017,May,70800.00,12
SUNRISE ENTERPRISES,Loyal Customers,2017,May,70200.00,1
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,9
A.B. Plasto Pvt Ltd,Loyal Customers,2017,May,69846.00,9
ACME PLASTICS,Loyal Customers,2017,May,70730.00,1.175
ARKAY POLYMERS,Customers Needing Attention,2017,May,71000.00,2.5
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,15.14
INDO ALUSYS INDUSTRIES LI,Customers Needing Attention,2017,May,70800.00,19
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2017,May,70484.00,10
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2017,May,70484.00,9
JANTA FOOTWEAR PRIVATE LIMITED,Promising Customer,2017,May,70400.00,19
MANGLAM POLYMERS,Loyal Customers,2017,May,70700.00,16
MANGLAM POLYVINYLS,Loyal Customers,2017,May,70330.00,1.5
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,May,70250.00,13
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,May,70000.00,8
SHREE MAHESHWARI INDUSTRIES,Potential Loyalists,2017,May,70200.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70950.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70750.00,2.1
SIDDHARTH UDHYOG,Loyal Customers,2017,May,70300.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,May,70200.00,2
SUNRISE ENTERPRISES,Loyal Customers,2017,May,70200.00,18
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,3
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,13.5
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,7
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,May,72880.00,2
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,May,72880.00,2
VETO POLYMERS & METALS,Lost Customers,2017,May,71000.00,9
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,10.02
M.S. MAHAVIR PIPES,About To Sleep,2017,May,70650.00,2.7
MANGLAM POLYVINYLS,Loyal Customers,2017,May,70330.00,8
SRI SUDARSHANA POLYMERS,Loyal Customers,2017,May,71484.00,1
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,16
SUNRISE ENTERPRISES,Loyal Customers,2017,May,70200.00,1
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,May,72880.00,1.7
A.B. Plasto Pvt Ltd,Loyal Customers,2017,May,69846.00,1.525
A.B. Plasto Pvt Ltd,Loyal Customers,2017,May,69846.00,7
A.B. Plasto Pvt Ltd,Loyal Customers,2017,May,69846.00,0.475
EVEREST CABLES & CONNECTORS PV,Customers Needing Attention,2017,May,70730.00,5
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,4.52
JAI PUSHPA INDUSTRIES,Customers Needing Attention,2017,May,57150.00,10
JAI PUSHPA INDUSTRIES,Customers Needing Attention,2017,May,57150.00,11
MANGAL INDUSTRIES,Lost Customers,2017,May,70750.00,2.5
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,May,70400.00,17
SAXENA PLASTICS INDUSTRIES,Promising Customer,2017,May,70300.00,1
SAXENA PLASTICS INDUSTRIES,Promising Customer,2017,May,70300.00,9
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,10
TECHNO AUTO COMPONENTS (I) PVT,Customers Needing Attention,2017,May,71430.00,1
UMESH UDYOG,Loyal Customers,2017,May,70900.00,1
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,9.76
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69700.00,16
DELVIN PLASTICS PVT LTD,Loyal Customers,2017,May,70434.00,10
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,May,70434.00,2
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,May,70434.00,8
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,9.72
JAI PUSHPA INDUSTRIES,Customers Needing Attention,2017,May,57150.00,12
JAI PUSHPA INDUSTRIES,Customers Needing Attention,2017,May,57150.00,5
MOHIT INDIA,Lost Customers,2017,May,69900.00,16
NEELGIRI ELECTRICALS,Loyal Customers,2017,May,71000.00,20
SHIVAM POLYMERS,At Risk Customer,2017,May,70730.00,2
SRI SUDARSHANA POLYMERS,Loyal Customers,2017,May,71484.00,3
YASHMAKE POLYTECH PVT. LTD.,About To Sleep,2017,May,70830.00,3.975
BHALLA INTERNATIONAL,Potential Loyalists,2017,May,71500.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,5.24
GOWELL RUBBER INDUSTRIES,Customers Needing Attention,2017,May,71430.00,1
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2017,May,70334.00,5
KEI INDUSTRIES LIMITED,Loyal Customers,2017,May,70650.00,19
KEI INDUSTRIES LIMITED,Loyal Customers,2017,May,70650.00,19
SANCHETI VINYL,Loyal Customers,2017,May,69534.00,19
SANCHETI VINYL,Loyal Customers,2017,May,69534.00,19
SANCHETI VINYL,Loyal Customers,2017,May,69534.00,15
SANCHETI VINYL,Loyal Customers,2017,May,69534.00,12
SHIVAM POLYMERS,At Risk Customer,2017,May,70730.00,1
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70950.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70750.00,2.49
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,7.5
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,5.35
TIRUPATI PLASTOMATICS PVT LTD,Lost Customers,2017,May,74000.00,0.5
ARKAY POLYMERS,Customers Needing Attention,2017,May,62250.00,2
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,9.68
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,May,70250.00,16
NORTHERN INDIA LEATHER CLOTH,Loyal Customers,2017,May,73430.00,1.5
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,May,70400.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70950.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70750.00,2.98
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69800.00,3
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,12
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,10
A.B. Plasto Pvt Ltd,Loyal Customers,2017,May,69846.00,2.025
ASIAN TUBES,Customers Needing Attention,2017,May,69800.00,2.5
ASIAN TUBES,Customers Needing Attention,2017,May,69800.00,5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,May,68900.00,12.5
DELVIN PLASTICS PVT LTD,Loyal Customers,2017,May,70434.00,10
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,May,70434.00,2
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,May,70434.00,9
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,4.6
KRISHNA MURARI ENTERPRISES,Lost Customers,2017,May,70000.00,5
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,68900.00,4
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,68900.00,3
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,68900.00,21
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,68900.00,22
SARAS POLY PRODUCTS,Loyal Customers,2017,May,70000.00,10
SHREE MAHESHWARI INDUSTRIES,Potential Loyalists,2017,May,69800.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70350.00,25
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,21.65
SWASTIK CABLES,Promising Customer,2017,May,70500.00,5
UMESH UDYOG,Loyal Customers,2017,May,70500.00,1
ASIAN TUBES,Customers Needing Attention,2017,May,69800.00,7.5
ASIAN TUBES,Customers Needing Attention,2017,May,69800.00,7.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,May,68900.00,7.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,May,68900.00,5
BANSAL AGENCIES,Customers Needing Attention,2017,May,69480.00,16
BANSAL AGENCIES,Customers Needing Attention,2017,May,68780.00,22
BANSAL AGENCIES,Customers Needing Attention,2017,May,68780.00,21
BHARTI ENTERPRISES,Promising Customer,2017,May,69750.00,10
EL-CHEM POLYMERS,Customers Needing Attention,2017,May,72000.00,1
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,14.54
JAI PUSHPA INDUSTRIES,Customers Needing Attention,2017,May,57150.00,13.15
JAI PUSHPA INDUSTRIES,Customers Needing Attention,2017,May,57150.00,3
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,May,69650.00,17
RAJKAMAL INDUSTRIES,Loyal Customers,2017,May,70500.00,1
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,68900.00,19
SAMANA PLASTIC LIMITED,At Risk Customer,2017,May,68900.00,6
SANCHETI VINYL,Loyal Customers,2017,May,69534.00,19
SAXENA PLASTIC INDUSTRIES (UNIT 2),Customers Needing Attention,2017,May,70300.00,10
SHAKTI GRAMODHYOG SANSTHAN,Lost Customers,2017,May,69200.00,10
SHAKTI GRAMODHYOG SANSTHAN,Lost Customers,2017,May,69200.00,5
SHIV POLY PLAST,Loyal Customers,2017,May,69500.00,2.5
SHIVAM POLYMERS,At Risk Customer,2017,May,70730.00,2
SHRI POLYTUBES,Loyal Customers,2017,May,69200.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70350.00,20
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,15
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69800.00,1
TRI SHAKTI POLYVIN PVT LTD,Loyal Customers,2017,May,69000.00,11
TRI SHAKTI POLYVIN PVT LTD,Loyal Customers,2017,May,69000.00,4
BANSAL AGENCIES,Customers Needing Attention,2017,May,68780.00,17
CHEMVIN INDUSTRIES,At Risk Customer,2017,May,68850.00,20
DIAMOND PLASTIC PRODUTS,Customers Needing Attention,2017,May,68850.00,3
DIAMOND PLASTIC PRODUTS,Customers Needing Attention,2017,May,68850.00,17
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,9.2
KEI INDUSTRIES LIMITED,Loyal Customers,2017,May,69750.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
SANCHETI VINYL,Loyal Customers,2017,May,69534.00,19
SANCHETI VINYL,Loyal Customers,2017,May,69534.00,19
SANCHETI VINYL,Loyal Customers,2017,May,69534.00,19
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70350.00,20
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,5
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69800.00,16
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,May,72430.00,2
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,May,72430.00,2
BANSAL AGENCIES,Customers Needing Attention,2017,May,68780.00,17
BANSAL AGENCIES,Customers Needing Attention,2017,May,68780.00,21
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,14.2
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,May,69650.00,17
SHREE RAM PLASTIC INDUSTRIES,Promising Customer,2017,May,69100.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70350.00,25
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,18
Arihant Evergreen Agro Plast,About To Sleep,2017,May,69800.00,17
CHEMVIN INDUSTRIES,At Risk Customer,2017,May,68850.00,2
CHEMVIN INDUSTRIES,At Risk Customer,2017,May,68850.00,7
CHEMVIN INDUSTRIES,At Risk Customer,2017,May,68850.00,6
CHEMVIN INDUSTRIES,At Risk Customer,2017,May,68850.00,15
DIPLAST PLASTICS LIMITED,Loyal Customers,2017,May,68850.00,1
DIPLAST PLASTICS LIMITED,Loyal Customers,2017,May,68850.00,11
DIPLAST PLASTICS LIMITED,Loyal Customers,2017,May,68850.00,3
DIPLAST PLASTICS LIMITED,Loyal Customers,2017,May,68850.00,15
RAJKAMAL INDUSTRIES,Loyal Customers,2017,May,70500.00,2
SANCHETI VINYL,Loyal Customers,2017,May,69534.00,19
SHIV POLY PLAST,Loyal Customers,2017,May,69500.00,2.5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70350.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70150.00,2.345
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,May,72430.00,1.5
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,May,72430.00,1.5
CHEMVIN INDUSTRIES,At Risk Customer,2017,May,68850.00,17
CHEMVIN INDUSTRIES,At Risk Customer,2017,May,68850.00,3
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,9.5
GWALIOR POLYPIPES LIMITED,Customers Needing Attention,2017,May,70000.00,10
KEI INDUSTRIES LIMITED,Loyal Customers,2017,May,69750.00,14
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,May,69650.00,6.2
ROOP RUBBER MILLS LIMITED,Loyal Customers,2017,May,71330.00,4
SHIV POLY PLAST,Loyal Customers,2017,May,69500.00,2.5
SHIVAM POLYMERS,At Risk Customer,2017,May,70730.00,2
SHREE RAM PLASTIC INDUSTRIES,Promising Customer,2017,May,69100.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70350.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70150.00,1.41
SIDDHARTH UDHYOG,Loyal Customers,2017,May,69900.00,10
SRI SUDARSHANA POLYMERS,Loyal Customers,2017,May,71484.00,2
SUNRISE ENTERPRISES,Loyal Customers,2017,May,73200.00,1
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,6
A.B. Plasto Pvt Ltd,Loyal Customers,2017,May,69196.00,6
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,May,69200.00,2.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,May,69200.00,10
BANSAL AGENCIES,Customers Needing Attention,2017,May,68780.00,21
DIAMOND PLASTIC PRODUTS,Customers Needing Attention,2017,May,68850.00,3
DIAMOND PLASTIC PRODUTS,Customers Needing Attention,2017,May,68850.00,12
DIAMOND PLASTIC PRODUTS,Customers Needing Attention,2017,May,68850.00,9
DIAMOND PLASTIC PRODUTS,Customers Needing Attention,2017,May,68850.00,6
KAMAL POLYMERS,Customers Needing Attention,2017,May,70034.00,5
SHREE MAHESHWARI INDUSTRIES,Potential Loyalists,2017,May,69800.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70350.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70150.00,4.99
SRI SUDARSHANA POLYMERS,Loyal Customers,2017,May,71484.00,4
SUNRISE ENTERPRISES,Loyal Customers,2017,May,73200.00,0.5
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,15.5
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,16.5
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69800.00,0.5
A.B. Plasto Pvt Ltd,Loyal Customers,2017,May,69196.00,4
A.B. Plasto Pvt Ltd,Loyal Customers,2017,May,69196.00,5
ACME PLASTICS,Loyal Customers,2017,May,70330.00,5
ASHIRWAD POLYPLAST PVT LTD,Loyal Customers,2017,May,71700.00,4
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,May,69200.00,12.5
BERLIA ELECTRICALS POLYMER PVT,Lost Customers,2017,May,71584.00,3
DELVIN PLASTICS PVT LTD,Loyal Customers,2017,May,70434.00,9
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,May,70434.00,7
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,May,70434.00,3
EL-CHEM POLYMERS,Customers Needing Attention,2017,May,72000.00,1
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,May,69780.00,4.92
M.S. MAHAVIR PIPES,About To Sleep,2017,May,69550.00,10
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,May,69650.00,12
RS PROFILES PRIVATE LIMITED,Loyal Customers,2017,May,70430.00,2
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70350.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,May,70150.00,4.96
SUNRISE ENTERPRISES,Loyal Customers,2017,May,69300.00,20
A.B. Plasto Pvt Ltd,Loyal Customers,2017,May,69196.00,5
AROMA POLYMERS,About To Sleep,2017,May,70000.00,7
ASIAN TUBES,Customers Needing Attention,2017,May,62050.00,2
ASIAN TUBES,Customers Needing Attention,2017,May,69650.00,3
ASIAN TUBES,Customers Needing Attention,2017,May,69650.00,2
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,May,69200.00,12.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,May,69200.00,2.5
BANSAL AGENCIES,Customers Needing Attention,2017,May,68780.00,17
BANSAL AGENCIES,Customers Needing Attention,2017,May,69480.00,19
BANSAL AGENCIES,Customers Needing Attention,2017,May,68780.00,22
GOWELL RUBBER INDUSTRIES,Customers Needing Attention,2017,May,71430.00,1
HINDUSTAN AGROPLAST LLP,About To Sleep,2017,May,70000.00,10
KAMAL POLYMERS,Customers Needing Attention,2017,May,70034.00,10
KAMAL POLYMERS,Customers Needing Attention,2017,May,70034.00,6
KAMAL POLYMERS,Customers Needing Attention,2017,May,70034.00,2.975
KEI INDUSTRIES LIMITED,Loyal Customers,2017,May,69750.00,12
KEI INDUSTRIES LIMITED,Loyal Customers,2017,May,69750.00,1
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
MARUTI OVERSEAS,Loyal Customers,2017,May,69584.00,19
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,May,69650.00,12
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,May,69650.00,15
PREMIER POLYFILM LTD (UNIT 2),About To Sleep,2017,May,69700.00,9.85
PREMIER POLYFILM LTD (UNIT 2),About To Sleep,2017,May,69700.00,5.15
SHIV POLY PLAST,Loyal Customers,2017,May,69500.00,2.5
